text,sentiment
you wake up already feeling listless and have been leaving work early every day for the past week,sadness
i worried that i would feel too homesick,sadness
i feel disheartened because i trust people to try to want to get to know me to not see through me and think i am boring or anything,sadness
i feel jaded at some point of time,sadness
i feel inadequate and i shut down and feel cross with the world,sadness
i feel quite devastated when i have to rush away sometimes,sadness
i have still been feeling numb i cant feel myself chewing or swallowing food,sadness
i grieve my losses and then feel ashamed because the little way has the essential component of my life well lived i get to tell someone about jesus love,sadness
i feel embarrassed sometimes even an international students can pass i cant,sadness
i feel completely numb emotionless lost,sadness
i feeling i should do fill in the blank,sadness
i still like guy and i still feel guilty,sadness
im sorry for how bad i hurt your feelings that make you feel unloved and alone feeling afraid to love and trust again,sadness
i don t feel that i am being punished for hidden sin in my life,sadness
i would feel so devastated that every channel i click on the the tv was another sport event or maybe the same sport event but in different language,sadness
i do that i d feel regretful,sadness
i feel we need to bear in mind though is that there are low cost resort rooms in europe and england if we look,sadness
i feel so pathetic that i stoop down to that level but i really really just want to be happy with whatever i have,sadness
im feeling a little less jaded,sadness
i am sick of you feeling sad and upset so lets do angry because angry i can handle,anger
i may feel stress unhappy,sadness
i was reluctant but hey i was feeling so lousy i had nothing to lose,sadness
i get the pre birthday blues when i spend or weeks feeling slightly melancholy because of all the things i havent done while my life whizzes by,sadness
i feel like i have to start taking it more seriously but i m already exhausted,sadness
i was ashamed of my family and i was ashamed of myself for feeling ashamed,sadness
i love winter so maybe i should be happy but i cant i feel gloomy and depressed,sadness
i feel helpless powerless and out of control,sadness
i started to feel melancholy and uncertain and really missing my son,sadness
i cant help but feel helpless and overwhelmed by the mistakes ive made,sadness
i feel it like a dull ache,sadness
i start feeling really lousy but figure it was pregnancy stuff,sadness
i feel whiney at the moment,sadness
i have a collar complete with padlock at the back that i wear when im feeling submissive,sadness
i admits to feeling remorseful after her outbursts width height,sadness
i feel depressed moody and just lethargic and tired,sadness
i feel so damaged in that i cannot speak,sadness
i don t feel unwelcome there,sadness
i no longer feel disadvantaged by my ethnicity and the fact that the majority of gay men are racist and dont wanna date asians,sadness
i do not want to feel regretful because i did not stop you from smoking before so much damage was done,sadness
i only want to write here when i am feeling unhappy,sadness
i feel low and lost and lonely on a grey day,sadness
im feeling depressed anxious and despondent thats all i seem to want to do,sadness
i feel like this week these photos are kind of boring and uninspiring,sadness
ive been feeling a bit discontent with my music for a while now,sadness
im feeling a but of melancholy today a bit of sadness but i also feel that the sadness is ok,sadness
i literally fell on my knees during one episode which feels so pathetic,sadness
i feel alone so marginalized by my wacky core beliefs that are shared by a tiny percentage of the u,sadness
i have tryed different ways for people to notice me but i feel fake doing them because none of it is myself,sadness
i feel guilty for not having made any blog entries for months,sadness
i feel as though i have a blank canvas and can pick any theme i want,sadness
i am feeling melancholy i ll embrace it and listen to some slow downtempo melancholic pop,sadness
i came to this realization that i was often feeling blamed or being blamed for things that were utterly outside of my control,sadness
i have been feeling so bad that he has to be coherent and deal with teenagers all week,sadness
i hate the feeling of being disliked and it seems as though its very common for me,sadness
i feel miserable after my break up self,sadness
i can t be with her in portland and i feel fairly useless here in strasbourg,sadness
i feel disturbed and sad,sadness
