text,sentiment
i want their birthmoms to feel confident that they made the right decision,neutral
i am feeling honored grateful and blessed to get to spend each day with these remarkable th graders,joy
i feel free exhilarated,joy
i have just good news to share and it feels so amazing just being able to sit here and feel relief and sunshine,joy
i feel more happiness and are more peaceful,joy
ive been feeling much more confident,joy
i am not amazing or great at photography but i feel passionate about it,love
ive found it im feeling pretty pumped,joy
i feel so excited about it,joy
i am feeling happy,joy
i don t always feel joyful and i quite often throw prayer out the window,joy
i feel like this little innocent helpless person needs me ,sadness
i feel more reassured now,neutral
i am no expert in nutrition and diet planning i eat to feel strong and keep my energy level up,neutral
i feel really wonderful about myself and love the life i live,joy
i went to see my pcm on post for a follow up appointment and i left feeling hopeful and optimistic,joy
i feel like no matter what my house will never be acceptable to them,anger
i will never forget that walk out of the doctor s office that afternoon feeling so determined not take for granted my health again,neutral
i continue to feel inspired by the strong runner she has become this year,surprise
i really had prepared ourselves for the worst but we both had the innate feeling that everything was fine,fear
i love the combination of lavender and orange scent but feel free to substitute any other fragrance oil or essential oils that you wish,love
i search search search and very rarely feel satisfied with the solutions found,anger
im feeling that joy every day with some of the most gorgeous people ive ever met and hope this thanksgiving you felt the same,joy
i feel it s a worthwhile cause and hope you decide to participate,neutral
i like to participate in sketch challenges from time to time when im feeling inspired,neutral
i get to pursue things that spark my curiosity and make me feel useful,joy
i hope i am not like that and i feel inspired by the prestige of others,neutral
i came home from work today feeling satisfied that work went alright,joy
i wish i could call off the wedding just so i can feel carefree again,sadness
i feel contented staying grounded and take it slow as i build up the little things that comes my way,neutral
i work out i feel invigorated,joy
i feel like he counted my letter as one supporting the current status quo which to say the least is not what i stated,neutral
i think i was feeling so excited today,joy
i am tired and not feeling well all morning,sadness
i wasnt feeling when i got on board but its really not pleasant,anger
i cant say that i feel as peaceful when my loved ones are the sufferers,sadness
i have nothing to compare this love to but i feel sure it is a true deep love,love
